source,text,created_at,retweet_count,favorite_count,is_retweet,id_str,text_cleaned,emotional_state
Twitter for iPhone,Oil prices getting too high. OPEC please relax and take it easy. World cannot take a price hike - fragile!,2/25/19 11:58,18165,87842,False,1.1e+18,oil prices getting high opec please relax take easy world cannot take price hike fragile,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.302 0.163 0.126]
  [0.    0.    0.    0.   ]
  [1.    0.302 0.163 0.126]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]]]"
Twitter for iPhone,Be nice if Spike Lee could read his notes or better yet not have to use notes at all when doing his racist hit on your President who has done more for African Americans (Criminal Justice Reform Lowest Unemployment numbers in History Tax Cutsetc.) than almost any other Pres!,2/25/19 11:50,31754,156483,False,1.1e+18,nice spike lee could read notes better yet use notes racist hit president done african americans criminal justice reform lowest unemployment numbers history tax cutsetc almost pres,"[[[0.28571429 0.128      0.8805     0.604     ]
  [0.         0.         0.         0.        ]
  [0.14285714 0.021      0.83       0.529     ]
  [0.28571429 0.2015     0.67       0.4685    ]
  [0.         0.         0.         0.        ]
  [0.28571429 0.286      0.3925     0.3315    ]
  [0.         0.         0.         0.        ]
  [0.28571429 0.7185     0.58       0.88      ]]]"
Twitter for iPhone,RT @realDonaldTrump: Highly respected Senator Richard Burr head of Senate Intelligence said after interviewing over 200 witnesses and st…,2/25/19 11:36,35053,0,True,1.1e+18,rt highly respected senator richard burr head senate intelligence said interviewing 200 witnesses st,"[[[0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [0.5    0.833  0.587  0.885 ]
  [0.5    0.833  0.587  0.885 ]
  [0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [1.     0.6615 0.468  0.8605]]]"
Twitter for iPhone,We have a State of Emergency at our Southern Border. Border Patrol our Military and local Law Enforcement are doing a great job but without the Wall which is now under major construction you cannot have Border Security. Drugs Gangs and Human Trafficking must be stopped!,2/25/19 11:32,20036,92859,False,1.1e+18,state emergency southern border border patrol military local law enforcement great job without wall major construction cannot border security drugs gangs human trafficking must stopped,"[[[0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [0.5    0.298  0.805  0.723 ]
  [0.     0.     0.     0.    ]
  [0.25   0.2    0.9    0.571 ]
  [0.25   0.2    0.9    0.571 ]
  [0.5    0.5835 0.627  0.7755]]]"
Twitter for iPhone,....productive talks I will be delaying the U.S. increase in tariffs now scheduled for March 1. Assuming both sides make additional progress we will be planning a Summit for President Xi and myself at Mar-a-Lago to conclude an agreement. A very good weekend for U.S. &amp; China!,2/24/19 22:50,22255,107004,False,1.1e+18,productive talks delaying u increase tariffs scheduled march 1 assuming sides make additional progress planning summit president xi mar lago conclude agreement good weekend u amp china,"[[[0.         0.         0.         0.        ]
  [0.6        0.904      0.49066667 0.70533333]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.4        0.909      0.505      0.7055    ]
  [0.         0.         0.         0.        ]
  [0.2        0.938      0.368      0.534     ]
  [0.8        0.81725    0.473      0.737     ]]]"
Twitter for iPhone,I am pleased to report that the U.S. has made substantial progress in our trade talks with China on important structural issues including intellectual property protection technology transfer agriculture services currency and many other issues. As a result of these very......,2/24/19 22:39,22637,111157,False,1.1e+18,pleased report u made substantial progress trade talks china important structural issues including intellectual property protection technology transfer agriculture services currency many issues result,"[[[0.         0.         0.         0.        ]
  [0.33333333 0.846      0.566      0.7645    ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.33333333 0.9095     0.595      0.836     ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.5        0.65666667 0.533      0.73866667]]]"
Twitter for iPhone,So funny to watch people who have failed for years they got NOTHING telling me how to negotiate with North Korea. But thanks anyway!,2/24/19 17:27,36298,163565,False,1.1e+18,funny watch people failed years got nothing telling negotiate north korea thanks anyway,"[[[0.    0.    0.    0.   ]
  [0.5   0.531 0.346 0.423]
  [0.    0.    0.    0.   ]
  [0.5   0.531 0.346 0.423]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.5   0.612 0.708 0.769]]]"
Twitter for iPhone,The only Collusion with the Russians was with Crooked Hillary Clinton and the Democratic National Committee...And where’s the Server that the DNC refused to give to the FBI?  Where are the new Texts between Agent Lisa Page and her Agent lover Peter S? We want them now!,2/24/19 16:51,35271,136379,False,1.1e+18,collusion russians crooked hillary clinton democratic national committee server dnc refused give fbi new texts agent lisa page agent lover peter want,"[[[0.25   0.365  0.51   0.4   ]
  [0.25   0.881  0.816  0.75  ]
  [0.25   0.365  0.51   0.4   ]
  [0.25   0.365  0.51   0.4   ]
  [0.25   0.881  0.816  0.75  ]
  [0.5    0.264  0.4925 0.294 ]
  [0.     0.     0.     0.    ]
  [0.5    0.7365 0.604  0.7355]]]"
Twitter for iPhone,93% Approval Rating in the Republican Party. 52% Approval Rating overall! Not bad considering I get the most unfair (BAD) press in the history of presidential politics! And don’t forget the Witch Hunt!,2/24/19 15:02,37772,176104,False,1.1e+18,93 approval rating republican party 52 approval rating overall bad considering get unfair bad press history presidential politics forget witch hunt,"[[[1.         0.32728571 0.61685714 0.50542857]
  [0.         0.         0.         0.        ]
  [0.57142857 0.17875    0.608      0.35225   ]
  [0.71428571 0.3736     0.6636     0.4986    ]
  [0.         0.         0.         0.        ]
  [0.71428571 0.3498     0.616      0.442     ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]]]"
Twitter for iPhone,Poll: Suburban women are coming back into the Republican Party in droves “because of the Wall and Border Security. 70% support Border Security and the Wall.” Not believing the Walls are immoral line. Beverly Hallberg Independent Women’s Forum @KatiePavlich  A great USA issue!,2/24/19 14:56,24573,111414,False,1.1e+18,poll suburban women coming back republican party droves wall border security 70 support border security wall believing walls immoral line beverly hallberg independent women forum great usa issue,"[[[0.25   0.143  0.622  0.385 ]
  [0.25   0.653  0.417  0.5   ]
  [0.25   0.143  0.622  0.385 ]
  [0.25   0.143  0.622  0.385 ]
  [0.     0.     0.     0.    ]
  [0.25   0.143  0.622  0.385 ]
  [0.     0.     0.     0.    ]
  [0.5    0.711  0.459  0.6935]]]"
Twitter for iPhone,Chairman Kim realizes perhaps better than anyone else that without nuclear weapons his country could fast become one of the great economic powers anywhere in the World. Because of its location and people (and him) it has more potential for rapid growth than any other nation!,2/24/19 13:19,17051,77632,False,1.1e+18,chairman kim realizes perhaps better anyone else without nuclear weapons country could fast become one great economic powers anywhere world location people potential rapid growth nation,"[[[0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.33333333 0.667      0.788      0.768     ]
  [0.66666667 0.625      0.505      0.877     ]]]"
Twitter for iPhone,President Xi of China has been very helpful in his support of my meeting with Kim Jong Un. The last thing China wants are large scale nuclear weapons right next door. Sanctions placed on the border by China and Russia have been very helpful. Great relationship with Chairman Kim!,2/24/19 13:05,16967,83966,False,1.1e+18,president xi china helpful support meeting kim jong un last thing china wants large scale nuclear weapons right next door sanctions placed border china russia helpful great relationship chairman kim,"[[[0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.5     0.816   0.337   0.705  ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [1.      0.74125 0.46575 0.829  ]]]"
Twitter for iPhone,Very productive talks yesterday with China on Trade. Will continue today! I will be leaving for Hanoi Vietnam early tomorrow for a Summit with Kim Jong Un of North Korea where we both expect a continuation of the progress made at first Summit in Singapore. Denuclearization?,2/24/19 12:58,18753,93163,False,1.1e+18,productive talks yesterday china trade continue today leaving hanoi vietnam early tomorrow summit kim jong un north korea expect continuation progress made first summit singapore denuclearization,"[[[0.         0.         0.         0.        ]
  [0.83333333 0.6772     0.4486     0.5678    ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.16666667 0.88       0.642      0.877     ]
  [0.         0.         0.         0.        ]
  [0.16666667 0.469      0.327      0.377     ]
  [0.5        0.55333333 0.43266667 0.55966667]]]"
Twitter for iPhone,HOLD THE DATE! We will be having one of the biggest gatherings in the history of Washington D.C. on July 4th. It will be called “A Salute To America” and will be held at the Lincoln Memorial. Major fireworks display entertainment and an address by your favorite President me!,2/24/19 12:43,45594,203838,False,1.1e+18,hold date one biggest gatherings history washington c july 4th called salute america held lincoln memorial major fireworks display entertainment address favorite president,"[[[0.         0.         0.         0.        ]
  [0.25       0.847      0.75       0.569     ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.75       0.855      0.62733333 0.647     ]
  [0.         0.         0.         0.        ]
  [0.25       0.847      0.75       0.569     ]
  [0.75       0.803      0.654      0.74433333]]]"
Twitter for iPhone,RT @seanhannity: **REPORT: “China is proposing that it could buy an additional $30 billion a year of U.S. agricultural products including s…,2/24/19 4:02,12059,0,True,1.1e+18,rt report china proposing could buy additional 30 billion year u agricultural products including,"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
Twitter for iPhone,RT @CortesSteve: Was wonderful to meet so many inspiring young patriots last night when I spoke to the ⁦@TPUSA⁩ Latino conference! ⁦@char…,2/24/19 3:56,6231,0,True,1.1e+18,rt wonderful meet many inspiring young patriots last night spoke latino conference,"[[[0.     0.     0.     0.    ]
  [0.5    0.812  0.52   0.537 ]
  [0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [1.     0.8915 0.648  0.6835]
  [0.     0.     0.     0.    ]
  [1.     0.8915 0.648  0.6835]
  [0.5    0.971  0.776  0.83  ]]]"
Twitter for iPhone,RT @TomFitton: MASSIVE @JudicialWatch Update:  Lawsuit to Expose Coup Against @RealDonaldTrump Another FBI Cover-up of potential Clinton e…,2/24/19 3:49,12595,0,True,1.1e+18,rt massive update lawsuit expose coup another fbi cover potential clinton e,"[[[0.5    0.247  0.8045 0.609 ]
  [0.25   0.344  0.643  0.537 ]
  [0.25   0.219  0.794  0.611 ]
  [0.5    0.2815 0.7185 0.574 ]
  [0.     0.     0.     0.    ]
  [0.25   0.219  0.794  0.611 ]
  [0.5    0.247  0.8045 0.609 ]
  [0.25   0.365  0.24   0.471 ]]]"
Twitter for iPhone,RT @PressSec: President @realDonaldTrump delivers more great news for our farmers. https://t.co/ACq0ujTFTS,2/24/19 3:40,16413,0,True,1.1e+18,rt president delivers great news farmers,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.677 0.622 0.973]]]"
Twitter for iPhone,RT @GOPChairwoman: Drug trafficking at our southern border has exploded.CBP seized nearly 5X as much methamphetamine in 2018 than it did…,2/24/19 3:40,13554,0,True,1.1e+18,rt drug trafficking southern border exploded cbp seized nearly 5x much methamphetamine 2018,"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
Twitter for iPhone,RT @LouDobbs: #AmericaFirst –@CLewandowski_ :The media doesn’t want to give @realDonaldTrump the credit for once again exerting American do…,2/24/19 3:37,10781,0,True,1.1e+18,rt americafirst media want give credit exerting american,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.673 0.549 0.648]]]"
Twitter for iPhone,So great being with you both in the Oval Office! https://t.co/9VoIV3NahE,2/24/19 3:35,24692,121091,False,1.1e+18,great oval office,"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
Twitter for iPhone,RT @GOPChairwoman: Thank you @RonaldWeiser for serving the @MIGOP well and congratulations to my friend and new @MIGOPChair Laura Cox!  I…,2/24/19 3:33,5478,0,True,1.1e+18,rt thank serving well congratulations friend new laura cox,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.906 0.413 0.573]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.906 0.413 0.573]]]"
Twitter for iPhone,“There’s not one shred of evidence that this president’s done anything Constitutionally (or anything else) wrong.” Graham Ledger.  Thank you Graham so true!,2/24/19 0:01,27648,133548,False,1.1e+18,one shred evidence president done anything constitutionally anything else wrong graham ledger thank graham true,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.677 0.622 0.973]]]"
Twitter for iPhone,The people of Venezuela stand at the threshold of history ready to reclaim their country – and their future.... https://t.co/ajxd1EN64c,2/23/19 20:00,33159,107245,False,1.1e+18,people venezuela stand threshold history ready reclaim country future,"[[[0.    0.    0.    0.   ]
  [1.    0.77  0.388 0.648]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]]]"
Twitter for iPhone,RT @USMC: 74 years ago today Marines on Iwo Jima raised the flag atop Mount Suribachi.Semper Fidelis. https://t.co/UsQ2z344Xp,2/23/19 19:55,30241,0,True,1.1e+18,rt 74 years ago today marines iwo jima raised flag atop mount suribachi semper fidelis,"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
Twitter for iPhone,There is far more ENERGY on the Right than there is on the Left. That’s why we just won the Senate and why we will win big in 2020. The Fake News just doesn’t want to report the facts. Border Security is a big factor. The under construction Wall will stop Gangs Drugs and Crime!,2/23/19 17:52,28223,121951,False,1.1e+18,far energy right left senate win big 2020 fake news want report facts border security big factor construction wall stop gangs drugs crime,"[[[0.33333333 0.071      0.943      0.63      ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.66666667 0.589      0.41       0.7645    ]]]"
Twitter for iPhone,God Bless the people of Venezuela!,2/23/19 17:30,60097,205991,False,1.1e+18,god bless people venezuela,"[[[0.     0.     0.     0.    ]
  [1.     0.8435 0.3935 0.737 ]
  [0.     0.     0.     0.    ]
  [0.5    0.758  0.518  0.886 ]
  [1.     0.8435 0.3935 0.737 ]
  [0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [1.     0.8435 0.3935 0.737 ]]]"
Twitter for iPhone,Great new book: “The Case For Trump” by Victor Davis Hanson Hoover Senior Fellow.,2/23/19 16:12,15346,73228,False,1.1e+18,great new book case trump victor davis hanson hoover senior fellow,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.25  0.427 0.275 0.441]
  [0.25  0.802 0.587 0.796]
  [0.25  0.427 0.275 0.441]
  [0.25  0.64  0.716 0.898]
  [0.25  0.745 0.298 0.57 ]]]"
Twitter for iPhone,I am pleased to announce that Kelly Knight Craft our current Ambassador to Canada is being nominated to be United States Ambassador to the United Nations....,2/22/19 23:02,20711,119379,False,1.1e+18,pleased announce kelly knight craft current ambassador canada nominated united states ambassador united nations,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.2   0.939 0.548 0.795]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.8   0.716 0.48  0.85 ]]]"
Twitter for iPhone,....Kelly has done an outstanding job representing our Nation and I have no doubt that under her leadership our Country will be represented at the highest level. Congratulations to Kelly and her entire family!,2/22/19 23:02,14927,93278,False,1.1e+18,kelly done outstanding job representing nation doubt leadership country represented highest level congratulations kelly entire family,"[[[0.         0.         0.         0.        ]
  [0.33333333 0.7835     0.552      0.7715    ]
  [0.         0.         0.         0.        ]
  [0.33333333 0.583      0.4955     0.4705    ]
  [0.33333333 0.8345     0.7        0.803     ]
  [0.16666667 0.395      0.351      0.231     ]
  [0.16666667 0.771      0.64       0.71      ]
  [0.5        0.537      0.357      0.51433333]]]"
Twitter for iPhone,RT @SecretarySonny: BREAKING: In Oval Office meeting today the Chinese committed to buy an additional 10 million metric tons of U.S. soybe…,2/22/19 22:51,23805,0,True,1.1e+18,rt breaking oval office meeting today chinese committed buy additional 10 million metric tons u soybe,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.71  0.542 0.712]]]"
Twitter for iPhone,A must read by @KimStrassel! https://t.co/Gfyrfpy55b,2/22/19 16:01,21033,69437,False,1.1e+18,must read,"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
Twitter for iPhone,Fake News is so bad for our Country! https://t.co/ZwA8E0URer,2/22/19 14:55,24446,93087,False,1.1e+18,fake news bad country,"[[[1.    0.125 0.625 0.373]
  [0.    0.    0.    0.   ]
  [1.    0.125 0.625 0.373]
  [1.    0.125 0.625 0.373]
  [0.    0.    0.    0.   ]
  [1.    0.125 0.625 0.373]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]]]"
Twitter for iPhone,Highly respected Senator Richard Burr head of Senate Intelligence said after interviewing over 200 witnesses and studying over 2 million pages of documents “WE HAVE FOUND NO COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA.” The Witch Hunt so bad for our Country must end!,2/22/19 14:11,35082,146467,False,1.1e+18,highly respected senator richard burr head senate intelligence said interviewing 200 witnesses studying 2 million pages documents found collusion trump campaign russia witch hunt bad country must end,"[[[0.42857143 0.26066667 0.615      0.41533333]
  [0.         0.         0.         0.        ]
  [0.42857143 0.26066667 0.615      0.41533333]
  [0.57142857 0.40375    0.608      0.53275   ]
  [0.28571429 0.833      0.5165     0.6875    ]
  [0.28571429 0.245      0.5675     0.3865    ]
  [0.14285714 0.64       0.716      0.898     ]
  [0.42857143 0.71866667 0.46066667 0.737     ]]]"
Twitter for iPhone,RT @FLOTUS: Wonderful evening at @WhiteHouse celebrating #AfricanAmericanHistoryMonth! https://t.co/ZBJop8kxTY,2/22/19 2:30,20926,0,True,1.1e+18,rt wonderful evening celebrating africanamericanhistorymonth,"[[[0.     0.     0.     0.    ]
  [0.5    0.927  0.86   0.773 ]
  [0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [1.     0.949  0.818  0.8015]
  [0.     0.     0.     0.    ]
  [0.5    0.971  0.776  0.83  ]
  [0.5    0.971  0.776  0.83  ]]]"
Twitter for iPhone,We are here to honor the extraordinary contributions of African-Americans to every aspect of American Life History and Culture. From the earliest days of this Nation African-American Leaders Pioneers &amp; Visionaries have uplifted &amp; inspired our Country...https://t.co/VuFLkfd12j,2/22/19 0:27,31511,120566,False,1.1e+18,honor extraordinary contributions african americans every aspect american life history culture earliest days nation african american leaders pioneers amp visionaries uplifted amp inspired country,"[[[0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.33333333 0.967      0.702      0.736     ]
  [0.         0.         0.         0.        ]
  [0.33333333 0.967      0.702      0.736     ]
  [1.         0.819      0.57733333 0.80466667]]]"
Twitter for iPhone,Senator John Cornyn has done an outstanding job for the people of Texas. He is strong on Crime the Border the Second Amendment and loves our Military and Vets. John has my complete and total endorsement. MAKE AMERICA GREAT AGAIN!,2/21/19 20:10,21199,101172,False,1.1e+18,senator john cornyn done outstanding job people texas strong crime border second amendment loves military vets john complete total endorsement make america great,"[[[0.2   0.071 0.943 0.63 ]
  [0.    0.    0.    0.   ]
  [0.4   0.562 0.382 0.327]
  [0.2   0.396 0.71  0.875]
  [0.2   0.898 0.76  0.896]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]]]"
Twitter for iPhone,.@JussieSmollett - what about MAGA and the tens of millions of people you insulted with your racist and dangerous comments!? #MAGA,2/21/19 16:09,56531,223268,False,1.1e+18,maga tens millions people insulted racist dangerous comments maga,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.02  0.941 0.658]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]]]"
Twitter for iPhone,THE WALL IS UNDER CONSTRUCTION RIGHT NOW! https://t.co/exUJCiITsz,2/21/19 14:17,31735,134416,False,1.1e+18,wall construction right,"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
Twitter for iPhone,....something that is so obviously the future. I want the United States to win through competition not by blocking out currently more advanced technologies. We must always be the leader in everything we do especially when it comes to the very exciting world of technology!,2/21/19 13:59,23493,126004,False,1.1e+18,something obviously future want united states win competition blocking currently advanced technologies must always leader everything especially comes exciting world technology,"[[[0.     0.     0.     0.    ]
  [0.5    0.765  0.791  0.7935]
  [0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [0.25   0.95   0.792  0.789 ]
  [0.     0.     0.     0.    ]
  [0.25   0.95   0.792  0.789 ]
  [0.5    0.807  0.5065 0.8545]]]"
Twitter for iPhone,I want 5G and even 6G technology in the United States as soon as possible. It is far more powerful faster and smarter than the current standard. American companies must step up their efforts or get left behind. There is no reason that we should be lagging behind on.........,2/21/19 13:55,28695,143863,False,1.1e+18,want 5g even 6g technology united states soon possible far powerful faster smarter current standard american companies must step efforts get left behind reason lagging behind,"[[[0.66666667 0.5        0.684      0.634     ]
  [0.66666667 0.5        0.684      0.634     ]
  [0.66666667 0.5        0.684      0.634     ]
  [0.33333333 0.865      0.83       0.991     ]
  [0.33333333 0.865      0.83       0.991     ]
  [0.33333333 0.135      0.538      0.277     ]
  [0.         0.         0.         0.        ]
  [0.66666667 0.823      0.6305     0.887     ]]]"
Twitter for iPhone,I have instructed Secretary of State Mike Pompeo and he fully agrees not to allow Hoda Muthana back into the Country!,2/20/19 21:05,40904,203377,False,1.1e+18,instructed secretary state mike pompeo fully agrees allow hoda muthana back country,"[[[0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.763 0.45  0.779]]]"
Twitter for iPhone,We have just built this powerful Wall in New Mexico. Completed on January 30 2019 – 47 days ahead of schedule! Many miles more now under construction! #FinishTheWall https://t.co/TYkj3KRdOC,2/20/19 18:56,51345,196850,False,1.1e+18,built powerful wall new mexico completed january 30 2019 47 days ahead schedule many miles construction finishthewall,"[[[1.    0.865 0.83  0.991]
  [1.    0.865 0.83  0.991]
  [1.    0.865 0.83  0.991]
  [1.    0.865 0.83  0.991]
  [1.    0.865 0.83  0.991]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.865 0.83  0.991]]]"
Twitter for iPhone,California now wants to scale back their already failed “fast train” project by substantially shortening the distance so that it no longer goes from L.A. to San Francisco. A different deal and record cost overruns. Send the Federal Government back the Billions of Dollars WASTED!,2/20/19 14:13,28526,131526,False,1.1e+18,california wants scale back already failed fast train project substantially shortening distance longer goes l san francisco different deal record cost overruns send federal government back billions dollars wasted,"[[[0.33333333 0.188      0.558      0.259     ]
  [0.33333333 0.719      0.599      0.543     ]
  [0.33333333 0.188      0.558      0.259     ]
  [0.33333333 0.427      0.53       0.85      ]
  [0.33333333 0.719      0.599      0.543     ]
  [0.         0.         0.         0.        ]
  [0.33333333 0.719      0.599      0.543     ]
  [0.33333333 0.719      0.599      0.543     ]]]"
Twitter for iPhone,The New York Times reporting is false. They are a true ENEMY OF THE PEOPLE!,2/20/19 13:49,27422,115411,False,1.1e+18,new york times reporting false true enemy people,"[[[1.    0.135 0.794 0.591]
  [0.    0.    0.    0.   ]
  [1.    0.135 0.794 0.591]
  [1.    0.135 0.794 0.591]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]]]"
Twitter for iPhone,“If thinking that James Comey is not a good FBI Director is tantamount to being an agent of Russia than just list all the people that are agents of Russia - Chuck Schumer Nancy Pelosi Rod Rosenstein who wrote the memo to get rid of Comey the Inspector General....” Trey Gowdy,2/20/19 12:54,25381,96500,False,1.1e+18,thinking james comey good fbi director tantamount agent russia list people agents russia chuck schumer nancy pelosi rod rosenstein wrote memo get rid comey inspector general trey gowdy,"[[[0.     0.     0.     0.    ]
  [0.2    0.938  0.368  0.534 ]
  [0.     0.     0.     0.    ]
  [0.2    0.479  0.319  0.355 ]
  [0.2    0.938  0.368  0.534 ]
  [0.     0.     0.     0.    ]
  [0.2    0.938  0.368  0.534 ]
  [1.     0.7144 0.4078 0.6648]]]"
Twitter for iPhone,“The Washington Post ignored basic journalistic standards because it wanted to advance its well-known and easily documented biased agenda against President Donald J. Trump.” Covington student suing WAPO. Go get them Nick. Fake News!,2/20/19 12:44,30221,124854,False,1.1e+18,washington post ignored basic journalistic standards wanted advance well known easily documented biased agenda president donald j trump covington student suing wapo go get nick fake news,"[[[0.         0.         0.         0.        ]
  [0.33333333 0.673      0.472      0.858     ]
  [0.         0.         0.         0.        ]
  [0.33333333 0.673      0.472      0.858     ]
  [0.33333333 0.673      0.472      0.858     ]
  [0.         0.         0.         0.        ]
  [0.66666667 0.6565     0.594      0.878     ]
  [0.33333333 0.677      0.622      0.973     ]]]"
Twitter for iPhone,The Press has never been more dishonest than it is today. Stories are written that have absolutely no basis in fact. The writers don’t even call asking for verification. They are totally out of control. Sadly I kept many of them in business. In six years they all go BUST!,2/20/19 12:20,32394,144517,False,1.1e+18,press never dishonest today stories written absolutely basis fact writers even call asking verification totally control sadly kept many business six years go bust,"[[[0.25   0.191  0.491  0.163 ]
  [0.     0.     0.     0.    ]
  [0.25   0.191  0.491  0.163 ]
  [0.     0.     0.     0.    ]
  [0.     0.     0.     0.    ]
  [0.5    0.119  0.373  0.1895]
  [0.     0.     0.     0.    ]
  [0.5    0.7165 0.3045 0.63  ]]]"
Twitter for iPhone,Crazy Bernie has just entered the race. I wish him well!,2/20/19 12:07,27640,167025,False,1.1e+18,crazy bernie entered race wish well,"[[[1.    0.156 0.843 0.321]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]
  [1.    0.156 0.843 0.321]
  [0.    0.    0.    0.   ]
  [1.    0.156 0.843 0.321]
  [0.    0.    0.    0.   ]
  [0.    0.    0.    0.   ]]]"
